Valid Values,1,In the past year,3034,59.8%,,,
,2,Over a year ago,699,13.8%,,,
,3,Not done it but may,707,13.9%,,,
,4,Would never do it,74,1.5%,,,
,5,Can't choose/don't know,42,.8%,,,
Missing Values,999,No answer,518,10.2%,,,
,,,,,,,
q0014_0004,,,,,,q0014_0004,Attended a political meeting or rally
,,Value,Count,Percent,,,
Standard Attributes,Position,59,,,,,
,Label,Attended a political meeting or rally,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past year,2841,56.0%,,,
,2,Over a year ago,858,16.9%,,,
,3,Not done it but may,703,13.9%,,,
,4,Would never do it,99,2.0%,,,
,5,Can't choose/don't know,46,.9%,,,
Missing Values,999,No answer,527,10.4%,,,
,,,,,,,
q0014_0005,,,,,,q0014_0005,"Contacted, or attempted to contact, a politician or a civil servant to express your views"
,,Value,Count,Percent,,,
Standard Attributes,Position,60,,,,,
,Label,"Contacted, or attempted to contact, a politician or a civil servant to express your views",,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past year,3527,69.5%,,,
,2,Over a year ago,462,9.1%,,,
,3,Not done it but may,485,9.6%,,,
,4,Would never do it,69,1.4%,,,
,5,Can't choose/don't know,32,.6%,,,
Missing Values,999,No answer,499,9.8%,,,
,,,,,,,
q0014_0006,,,,,,q0014_0006,Donated money or raised funds for a social or political activity
,,Value,Count,Percent,,,
Standard Attributes,Position,61,,,,,
,Label,Donated money or raised funds for a social or political activity,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past year,3076,60.6%,,,
,2,Over a year ago,585,11.5%,,,
,3,Not done it but may,664,13.1%,,,
,4,Would never do it,137,2.7%,,,
,5,Can't choose/don't know,83,1.6%,,,
Missing Values,999,No answer,529,10.4%,,,
,,,,,,,
q0014_0007,,,,,,q0014_0007,Contacted or appeared in the media to express your views
,,Value,Count,Percent,,,
Standard Attributes,Position,62,,,,,
,Label,Contacted or appeared in the media to express your views,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past year,1807,35.6%,,,
,2,Over a year ago,723,14.2%,,,
,3,Not done it but may,1509,29.7%,,,
,4,Would never do it,320,6.3%,,,
,5,Can't choose/don't know,120,2.4%,,,
Missing Values,999,No answer,595,11.7%,,,
,,,,,,,
q0014_0008,,,,,,q0014_0008,Joined an Internet political forum or discussion group
,,Value,Count,Percent,,,
Standard Attributes,Position,63,,,,,
,Label,Joined an Internet political forum or discussion group,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past year,2956,58.3%,,,
,2,Over a year ago,308,6.1%,,,
,3,Not done it but may,1032,20.3%,,,
,4,Would never do it,127,2.5%,,,
,5,Can't choose/don't know,120,2.4%,,,
Missing Values,999,No answer,531,10.5%,,,
,,,,,,,
q0015_0001,,,,,,q0015_0001,Word of mouth
,,Value,Count,Percent,,,
Standard Attributes,Position,64,,,,,
,Label,Word of mouth,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,1872,36.9%,,,
,2,In the past week,1254,24.7%,,,
,3,In the past month,736,14.5%,,,
,4,More than a month ago,256,5.0%,,,
,5,Never,279,5.5%,,,
Missing Values,999,No answer,677,13.3%,,,
,,,,,,,
q0015_0002,,,,,,q0015_0002,Discussions at Occupy camps or face to face groups
,,Value,Count,Percent,,,
Standard Attributes,Position,65,,,,,
,Label,Discussions at Occupy camps or face to face groups,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,747,14.7%,,,
,2,In the past week,689,13.6%,,,
,3,In the past month,945,18.6%,,,
,4,More than a month ago,731,14.4%,,,
,5,Never,1220,24.0%,,,
Missing Values,999,No answer,742,14.6%,,,
,,,,,,,
q0015_0003,,,,,,q0015_0003,Email
,,Value,Count,Percent,,,
Standard Attributes,Position,66,,,,,
,Label,Email,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,1824,35.9%,,,
,2,In the past week,928,18.3%,,,
,3,In the past month,628,12.4%,,,
,4,More than a month ago,254,5.0%,,,
,5,Never,765,15.1%,,,
Missing Values,999,No answer,675,13.3%,,,
,,,,,,,
q0015_0004,,,,,,q0015_0004,Twitter
,,Value,Count,Percent,,,
Standard Attributes,Position,67,,,,,
,Label,Twitter,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,977,19.3%,,,
,2,In the past week,394,7.8%,,,
,3,In the past month,401,7.9%,,,
,4,More than a month ago,194,3.8%,,,
,5,Never,2236,44.1%,,,
Missing Values,999,No answer,872,17.2%,,,
,,,,,,,
q0015_0005,,,,,,q0015_0005,Facebook
,,Value,Count,Percent,,,
Standard Attributes,Position,68,,,,,
,Label,Facebook,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,2792,55.0%,,,
,2,In the past week,584,11.5%,,,
,3,In the past month,338,6.7%,,,
,4,More than a month ago,110,2.2%,,,
,5,Never,559,11.0%,,,
Missing Values,999,No answer,691,13.6%,,,
,,,,,,,
q0015_0006,,,,,,q0015_0006,Chat rooms / IRC
,,Value,Count,Percent,,,
Standard Attributes,Position,69,,,,,
,Label,Chat rooms / IRC,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,287,5.7%,,,
,2,In the past week,226,4.5%,,,
,3,In the past month,279,5.5%,,,
,4,More than a month ago,297,5.9%,,,
,5,Never,3039,59.9%,,,
Missing Values,999,No answer,946,18.6%,,,
,,,,,,,
q0015_0007,,,,,,q0015_0007,YouTube
,,Value,Count,Percent,,,
Standard Attributes,Position,70,,,,,
,Label,YouTube,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,1260,24.8%,,,
,2,In the past week,1052,20.7%,,,
,3,In the past month,840,16.6%,,,
,4,More than a month ago,310,6.1%,,,
,5,Never,854,16.8%,,,
Missing Values,999,No answer,758,14.9%,,,
,,,,,,,
q0015_0008,,,,,,q0015_0008,Tumblr
,,Value,Count,Percent,,,
Standard Attributes,Position,71,,,,,
,Label,Tumblr,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,247,4.9%,,,
,2,In the past week,305,6.0%,,,
,3,In the past month,414,8.2%,,,
,4,More than a month ago,217,4.3%,,,
,5,Never,2942,58.0%,,,
Missing Values,999,No answer,949,18.7%,,,
,,,,,,,
q0015_0009,,,,,,q0015_0009,Blogs
,,Value,Count,Percent,,,
Standard Attributes,Position,72,,,,,
,Label,Blogs,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,1003,19.8%,,,
,2,In the past week,1021,20.1%,,,
,3,In the past month,775,15.3%,,,
,4,More than a month ago,308,6.1%,,,
,5,Never,1118,22.0%,,,
Missing Values,999,No answer,849,16.7%,,,
,,,,,,,
q0015_0010,,,,,,q0015_0010,Local Newspaper
,,Value,Count,Percent,,,
Standard Attributes,Position,73,,,,,
,Label,Local Newspaper,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,865,17.0%,,,
,2,In the past week,1013,20.0%,,,
,3,In the past month,931,18.3%,,,
,4,More than a month ago,485,9.6%,,,
,5,Never,991,19.5%,,,
Missing Values,999,No answer,789,15.5%,,,
,,,,,,,
q0015_0011,,,,,,q0015_0011,National or international Newspaper
,,Value,Count,Percent,,,
Standard Attributes,Position,74,,,,,
,Label,National or international Newspaper,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,1017,20.0%,,,
,2,In the past week,1124,22.2%,,,
,3,In the past month,836,16.5%,,,
,4,More than a month ago,386,7.6%,,,
,5,Never,907,17.9%,,,
Missing Values,999,No answer,804,15.8%,,,
,,,,,,,
q0015_0012,,,,,,q0015_0012,Local Radio
,,Value,Count,Percent,,,
Standard Attributes,Position,75,,,,,
,Label,Local Radio,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,714,14.1%,,,
,2,In the past week,767,15.1%,,,
,3,In the past month,711,14.0%,,,
,4,More than a month ago,470,9.3%,,,
,5,Never,1585,31.2%,,,
Missing Values,999,No answer,827,16.3%,,,
,,,,,,,
q0015_0013,,,,,,q0015_0013,National or international Radio
,,Value,Count,Percent,,,
Standard Attributes,Position,76,,,,,
,Label,National or international Radio,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,725,14.3%,,,
,2,In the past week,818,16.1%,,,
,3,In the past month,747,14.7%,,,
,4,More than a month ago,400,7.9%,,,
,5,Never,1502,29.6%,,,
Missing Values,999,No answer,882,17.4%,,,
,,,,,,,
q0015_0014,,,,,,q0015_0014,Local Television
,,Value,Count,Percent,,,
Standard Attributes,Position,77,,,,,
,Label,Local Television,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,512,10.1%,,,
,2,In the past week,645,12.7%,,,
,3,In the past month,816,16.1%,,,
,4,More than a month ago,587,11.6%,,,
,5,Never,1636,32.2%,,,
Missing Values,999,No answer,878,17.3%,,,
,,,,,,,
q0015_0015,,,,,,q0015_0015,National or International Television
,,Value,Count,Percent,,,
Standard Attributes,Position,78,,,,,
,Label,National or International Television,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,722,14.2%,,,
,2,In the past week,809,15.9%,,,
,3,In the past month,823,16.2%,,,
,4,More than a month ago,467,9.2%,,,
,5,Never,1342,26.4%,,,
Missing Values,999,No answer,911,18.0%,,,
,,,,,,,
q0015_0016,,,,,,q0015_0016,Livestreaming video site
,,Value,Count,Percent,,,
Standard Attributes,Position,79,,,,,
,Label,Livestreaming video site,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,813,16.0%,,,
,2,In the past week,927,18.3%,,,
,3,In the past month,979,19.3%,,,
,4,More than a month ago,385,7.6%,,,
,5,Never,1133,22.3%,,,
Missing Values,999,No answer,837,16.5%,,,
,,,,,,,
q0015_0017,,,,,,q0015_0017,Websites of the Occupy Movement
,,Value,Count,Percent,,,
Standard Attributes,Position,80,,,,,
,Label,Websites of the Occupy Movement,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,1917,37.8%,,,
,2,In the past week,1009,19.9%,,,
,3,In the past month,687,13.5%,,,
,4,More than a month ago,253,5.0%,,,
,5,Never,510,10.1%,,,
Missing Values,999,No answer,698,13.8%,,,
,,,,,,,
q0015_0018,,,,,,q0015_0018,Other
,,Value,Count,Percent,,,
Standard Attributes,Position,81,,,,,
,Label,Other,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Ordinal,,,,,
Valid Values,1,In the past 24 hours,194,3.8%,,,
,2,In the past week,57,1.1%,,,
,3,In the past month,62,1.2%,,,
,4,More than a month ago,31,.6%,,,
,5,Never,1038,20.5%,,,
Missing Values,999,No answer,3692,72.8%,,,
,,,,,,,
q0015_other,,,,,,,
,,Value,,,,,
Standard Attributes,Position,82,,,,,
,Label, (please specify),,,,,
,Type,String,,,,,
,Format,A511,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0016_0001,,,,,,,
,,Value,,,,,
Standard Attributes,Position,83,,,,,
,Label,1,,,,,
,Type,String,,,,,
,Format,A469,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0016_0002,,,,,,,
,,Value,,,,,
Standard Attributes,Position,84,,,,,
,Label,2,,,,,
,Type,String,,,,,
,Format,A329,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0016_0003,,,,,,,
,,Value,,,,,
Standard Attributes,Position,85,,,,,
,Label,3,,,,,
,Type,String,,,,,
,Format,A702,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0017_0001,,,,,,,
,,Value,,,,,
Standard Attributes,Position,86,,,,,
,Label,1,,,,,
,Type,String,,,,,
,Format,A200,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0017_0002,,,,,,,
,,Value,,,,,
Standard Attributes,Position,87,,,,,
,Label,2,,,,,
,Type,String,,,,,
,Format,A250,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0017_0003,,,,,,,
,,Value,,,,,
Standard Attributes,Position,88,,,,,
,Label,3,,,,,
,Type,String,,,,,
,Format,A229,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
q0018_0001,,,,,,q0018_0001,YYYY
,,Value,Count,Percent,,,
Standard Attributes,Position,89,,,,,
,Label,YYYY,,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Scale,,,,,
N,Valid,4241,,,,,
,Missing,833,,,,,
Central Tendency and Dispersion,Mean,1969.37,,,,,
,Standard Deviation,15.154,,,,,
,Percentile 25,1957.00,,,,,
,Percentile 50,1971.00,,,,,
,Percentile 75,1982.00,,,,,
Labeled Values,9,misentry,37,.7%,,,
,999,No answer,796,15.7%,,,
,,,,,,,
q0019_0001,,,,,,q0019_0001,"Your gender (check all that apply)

"
,,Value,Count,Percent,,,
Standard Attributes,Position,90,,,,,
,Label,"Your gender (check all that apply)

",,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Female,2302,45.4%,,,
,999,No answer,2772,54.6%,,,
,,,,,,,
q0019_0002,,,,,,q0019_0002,"Your gender (check all that apply)

"
,,Value,Count,Percent,,,
Standard Attributes,Position,91,,,,,
,Label,"Your gender (check all that apply)

",,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Male,1901,37.5%,,,
,999,No answer,3173,62.5%,,,
,,,,,,,
q0019_0003,,,,,,q0019_0003,"Your gender (check all that apply)

"
,,Value,Count,Percent,,,
Standard Attributes,Position,92,,,,,
,Label,"Your gender (check all that apply)

",,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Transgender,50,1.0%,,,
,999,No answer,5024,99.0%,,,
,,,,,,,
q0019_0004,,,,,,q0019_0004,"Your gender (check all that apply)

"
,,Value,Count,Percent,,,
Standard Attributes,Position,93,,,,,
,Label,"Your gender (check all that apply)

",,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Decline to state,96,1.9%,,,
,999,No answer,4978,98.1%,,,
,,,,,,,
q0019_other,,,,,,q0019_other,Other (please specify)
,,Value,Count,Percent,,,
Standard Attributes,Position,94,,,,,
,Label,Other (please specify),,,,,
,Type,String,,,,,
,Format,A151,,,,,
,Measurement,Nominal,,,,,
Valid Values, ,,5037,99.3%,,,
,alien,,1,.0%,,,
,also not female and male is SEX not gender,,1,.0%,,,
,"By gender, do you mean biological sex, or gender the decaying social construct...?",,1,.0%,,,
,Democratic Hermaphrodite,,1,.0%,,,
,Disagree with Gender Identity Questions,,1,.0%,,,
,Fred,,1,.0%,,,
,gender neutral,,1,.0%,,,
,gender queer,,1,.0%,,,
,"Gender-fluid: male-bodied, primarily (but not exclusively) female-identified",,1,.0%,,,
,genderqueer,,7,.1%,,,
,Genderqueer,,5,.1%,,,
,human bean,,1,.0%,,,
,"i was born with, and attempt to maintain, a penis",,1,.0%,,,
,intersex,,1,.0%,,,
,It,,1,.0%,,,
,"Male is a sex, not a gender",,1,.0%,,,
,male-bodied queer,,1,.0%,,,
,n/a,,1,.0%,,,
,not relevant,,1,.0%,,,
,"on 10-point scale, identify as a 7 towards femaleness",,1,.0%,,,
,On the spectrum w/o a label,,1,.0%,,,
,please add more genders :),,1,.0%,,,
,Super male,,1,.0%,,,
,transgender is ****NOT**** a separate gender! jesus christ ....,,1,.0%,,,
,"Transgender isn't a third gender. """"Other"""" would have been a better term for those outside the gender binary, which I would identify as. Just sayin ;)",,1,.0%,,,
,"transgender"""" is ridiculous and unnecessary choice",,1,.0%,,,
,two spirit,,1,.0%,,,
,,,,,,,
q0020_0001,,,,,,q0020_0001,"Your sexual identity (check all that apply)

"
,,Value,Count,Percent,,,
Standard Attributes,Position,95,,,,,
,Label,"Your sexual identity (check all that apply)

",,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Lesbian/Gay/Bisexual/Queer,705,13.9%,,,
,999,No answer,4369,86.1%,,,
,,,,,,,
q0020_0002,,,,,,q0020_0002,"Your sexual identity (check all that apply)

"
,,Value,Count,Percent,,,
Standard Attributes,Position,96,,,,,
,Label,"Your sexual identity (check all that apply)

",,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Heterosexual/Straight,3289,64.8%,,,
,999,No answer,1785,35.2%,,,
,,,,,,,
q0020_0003,,,,,,q0020_0003,"Your sexual identity (check all that apply)

"
,,Value,Count,Percent,,,
Standard Attributes,Position,97,,,,,
,Label,"Your sexual identity (check all that apply)

",,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Decline to state,297,5.9%,,,
,999,No answer,4777,94.1%,,,
,,,,,,,
q0020_other,,,,,,q0020_other,Other (please specify)
,,Value,Count,Percent,,,
Standard Attributes,Position,98,,,,,
,Label,Other (please specify),,,,,
,Type,String,,,,,
,Format,A114,,,,,
,Measurement,Nominal,,,,,
Valid Values, ,,4967,97.9%,,,
,A-sexual,,1,.0%,,,
,ALL Human classification is a bad idea,,1,.0%,,,
,All of the above,,1,.0%,,,
,AND alternative in my sexual preferences.,,1,.0%,,,
,"are u kidding, why does that matter",,1,.0%,,,
,asexual,,1,.0%,,,
,Asexual,,3,.1%,,,
,Asexual/demisexual (please put in all the LGBT alphabet soup),,1,.0%,,,
,Asexual/nonsexual,,1,.0%,,,
,been there done that moved on,,1,.0%,,,
,bi but in long term het rel'p,,1,.0%,,,
,Bi-curious,,1,.0%,,,
,Biologically Normal,,1,.0%,,,
,Bisexual in a heterosexual relationship.,,1,.0%,,,
,Bisexual in hetero marriage,,1,.0%,,,
,"Bisexual, but married with children",,1,.0%,,,
,"Bisexual. Would prefer more granularity of options in """"queer",,1,.0%,,,
,butterfly,,1,.0%,,,
,Celibate,,1,.0%,,,
,Cisgendered,,1,.0%,,,
,Disagree with Sexual Identity Questions,,1,.0%,,,
,diverse,,1,.0%,,,
,Does this matter?,,1,.0%,,,
,Flexible spectrum,,1,.0%,,,
,Flinstone,,1,.0%,,,
,Hetero misspelled on paper form.,,1,.0%,,,
,"Hetero, but quite not really straight!",,1,.0%,,,
,heteroflexible,,2,.0%,,,
,Heteroflexible,,1,.0%,,,
,Heterosexual and polyamorous,,1,.0%,,,
,Human,,1,.0%,,,
,human. ;-),,1,.0%,,,
,i &lt;3 goats,,1,.0%,,,
,i am my own person,,1,.0%,,,
,I do not see how this applies to Occupy,,1,.0%,,,
,I don't feel it's relevent to anything.,,1,.0%,,,
,i don't identify sexually,,1,.0%,,,
,I Fuck monkeys,,1,.0%,,,
,I have not yet decided.,,1,.0%,,,
,I'm Bisexual but not active with men,,1,.0%,,,
,identity?,,1,.0%,,,
,"in 12-year monogomous straight relationship, but generally see sexuality as a continuum and evolving thing in life",,1,.0%,,,
,irrelevant,,1,.0%,,,
,irrevelant,,1,.0%,,,
,"Just happen to fall in love with people, regardless of gender",,1,.0%,,,
,Lesbian wannabe,,1,.0%,,,
,"lesbian, gay, bisexual, queer are different things",,1,.0%,,,
,"Looks for guys, would accept girls.",,1,.0%,,,
,Married,,1,.0%,,,
,monogamously life partnered,,1,.0%,,,
,More bi-curious,,1,.0%,,,
,mostly hetero with some lesbo experience,,1,.0%,,,
,mostly straight but I ID as queer cus I love the lgbtq community,,1,.0%,,,
,My sister is gay.,,1,.0%,,,
,"no box definition, but i have a lovely boy in my life.",,1,.0%,,,
,none of the above,,1,.0%,,,
,not relevant,,1,.0%,,,
,Not sure,,1,.0%,,,
,Note: I do not believe in sexual identity labels,,1,.0%,,,
,Off the point question,,1,.0%,,,
,older stud,,1,.0%,,,
,on the spectrum- I will not let gender be a deciding factor when I fall in love with someone,,1,.0%,,,
,open mined,,1,.0%,,,
,other,,1,.0%,,,
,Other,,1,.0%,,,
,pan*,,1,.0%,,,
,pansexual,,2,.0%,,,
,Pansexual,,3,.1%,,,
,Pansexual and Polyamorous,,1,.0%,,,
,pansexual/asexual,,1,.0%,,,
,Poly,,1,.0%,,,
,Polyamorous,,1,.0%,,,
,"polyamorous, polysexual",,1,.0%,,,
,Polyfidelitous,,1,.0%,,,
,private,,1,.0%,,,
,"Queer ? wtf , why put queer when gay is stated clearly?",,1,.0%,,,
,Queer Heterosexual,,1,.0%,,,
,questioning,,2,.0%,,,
,Questioning/Pansexual,,1,.0%,,,
,sapiosexual -- am attracted to INTELLIGENCE,,1,.0%,,,
,seems that way,,1,.0%,,,
,shouldn't matter,,1,.0%,,,
,"Sort of bi, sort of not. Living a hetero life nonetheless.",,1,.0%,,,
,Staight and tolerant,,1,.0%,,,
,Straight AND LGBQ-friendly,,1,.0%,,,
,Straight-Queer,,1,.0%,,,
,"straight, but whatever turns me on",,1,.0%,,,
,straight/culturally queer,,1,.0%,,,
,stupid question,,1,.0%,,,
,This is a stupid question.,,1,.0%,,,
,"This is irrelevant to the core issues. Gays rob banks, too",,1,.0%,,,
,This is NONE of your business!,,1,.0%,,,
,"This should not matter, should not be included. Shame.",,1,.0%,,,
,Too funny! This question tells it all!,,1,.0%,,,
,too old to care,,1,.0%,,,
,Two on the Kinsey scale.,,1,.0%,,,
,unimportant at this time,,1,.0%,,,
,Universal,,1,.0%,,,
,Who cares?,,1,.0%,,,
,Why is this question relevant?,,1,.0%,,,
,,,,,,,
q0021_0001,,,,,,q0021_0001,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,99,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Student,894,17.6%,,,
,999,No answer,4180,82.4%,,,
,,,,,,,
q0021_0002,,,,,,q0021_0002,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,100,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Employed full-time,1605,31.6%,,,
,999,No answer,3469,68.4%,,,
,,,,,,,
q0021_0003,,,,,,q0021_0003,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,101,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Part-time,729,14.4%,,,
,999,No answer,4345,85.6%,,,
,,,,,,,
q0021_0004,,,,,,q0021_0004,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,102,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Self-employed,749,14.8%,,,
,999,No answer,4325,85.2%,,,
,,,,,,,
q0021_0005,,,,,,q0021_0005,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,103,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Full-time homemaker,173,3.4%,,,
,999,No answer,4901,96.6%,,,
,,,,,,,
q0021_0006,,,,,,q0021_0006,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,104,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Seasonal,63,1.2%,,,
,999,No answer,5011,98.8%,,,
,,,,,,,
q0021_0008,,,,,,q0021_0008,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,106,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Under-Employed,388,7.6%,,,
,999,No answer,4686,92.4%,,,
,,,,,,,
q0021_0009,,,,,,q0021_0009,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,107,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Unemployed,438,8.6%,,,
,999,No answer,4636,91.4%,,,
,,,,,,,
q0021_0010,,,,,,q0021_0010,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,108,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Disabled,269,5.3%,,,
,999,No answer,4805,94.7%,,,
,,,,,,,
q0021_0011,,,,,,q0021_0011,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,109,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Armed Services (active service),12,.2%,,,
,999,No answer,5062,99.8%,,,
,,,,,,,
q0021_0012,,,,,,q0021_0012,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,110,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Veteran,133,2.6%,,,
,999,No answer,4941,97.4%,,,
,,,,,,,
q0021_0013,,,,,,q0021_0013,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,111,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Retired,399,7.9%,,,
,999,No answer,4675,92.1%,,,
,,,,,,,
q0021_0014,,,,,,q0021_0014,What best describes your employment status during the last month? (check all that apply)
,,Value,Count,Percent,,,
Standard Attributes,Position,112,,,,,
,Label,What best describes your employment status during the last month? (check all that apply),,,,,
,Type,Numeric,,,,,
,Format,F8,,,,,
,Measurement,Nominal,,,,,
Valid Values,1,Other (please specify),280,5.5%,,,
,999,No answer,4794,94.5%,,,
,,,,,,,
q0021_other,,,,,,,
,,Value,,,,,
Standard Attributes,Position,113,,,,,
,Label,Other (please specify),,,,,
,Type,String,,,,,
,Format,A168,,,,,
,Measurement,Nominal,,,,,
,,,,,,,
